;code;nom;Description;unité;Emballage;Dévise;P. Revient en devise;price;Prix de Vente;Genre;Marque;Fournisseur
;3700135016132; FREDERIC MALLE ROSE CUIR EDP 100ML;;PCE;;$US;0,00;375;1 106 250,00;MIXTE            ;FREDERIC MALLE;
;3700550218777; KILIAN VOULEZ VOUS COUCHER AVEC MOI COFFRET;;PCE;;$US;0,00;385;1 135 750,00;MIXTE            ;KILIAN;
;8033488156480; WARDASINA EDP 100ML;;PCE;;$US;0,00;445;1 312 750,00;MIXTE            ;#N/A;
;3349668623730    ;1 MILLION EDT COFF 3 50 ML     ;;PCE;;$US;0,00;125;368 750,00;HOMME            ;;
;3349668600304    ;1MILLION ELIXIR PARF INT 100ML ;;PCE;;$US;0,00;205;604 750,00;HOMME            ;;
;3349668579839    ;1MILLION PARFUM 100ML          ;;PCE;;$US;0,00;200;590 000,00;HOMME            ;;
;3349668617050    ;1MILLION ROYAL PARF 100ML      ;;PCE;;$US;0,00;207;610 650,00;HOMME            ;;
;20120873999998   ;20120873999998;;PCE;;$US;0,00;40;118 000,00;FEMME            ;;
;8411061711767    ;212 ARE YOU ON EDP 80ML        ;;PCE;;$US;0,00;167;492 650,00;FEMME            ;;
;3346131610204    ;24 FAUBOURG 100ML              ;;PCE;;$US;0,00;209;616 550,00;FEMME            ;;
;3346131610198    ;24 FAUBOURG 50ML               ;;PCE;;$US;0,00;181;533 950,00;FEMME            ;;
;3346130011071    ;24 FAUBOURG EDP 100ML 2        ;;PCE;;$US;0,00;209;616 550,00;FEMME            ;;
;3346131610068    ;24 FAUBOURG EDT 100ML          ;;PCE;;$US;0,00;209;616 550,00;FEMME            ;;
;3346131610051    ;24 FAUBOURG EDT 50ML           ;;PCE;;$US;0,00;157;463 150,00;FEMME            ;;
;3760168592140;500 YEARS EDP 100 ML;;PCE;;$US;0,00;300;885 000,00;MIXTE            ;ETAT LIBRE D'ORANGE;
;20210537999997   ;800 BLACK EDT MAN              ;;PCE;;$US;0,00;30;88 500,00;HOMME            ;;
;3760048795340    ;A LA FOLIE 100ML               ;;PCE;;$US;143,00;150;442 500,00;FEMME            ;;
;3760048795326    ;A LA FOLIE 30ML                ;;PCE;;$US;0,00;105;309 750,00;FEMME            ;;
;3760048795333    ;A LA FOLIE 50ML                ;;PCE;;$US;0,00;125;368 750,00;FEMME            ;;
;3760048797078    ;A LA FOLIE COF EDP 100ML       ;;PCE;;$US;150,00;165;486 750,00;FEMME            ;;
;3700559612255    ;A LA ROSE EDP                  ;;PCE;;$US;0,00;280;826 000,00;FEMME            ;;
;3700559602188;A LA ROSE EDP 70ML             ;;PCE;;$US;0,00;280;826 000,00;FEMME            ;;
;3700559603369    ;A LA ROSE GEL DOUCHE 250ML     ;;PCE;;$US;0,00;120;354 000,00;FEMME            ;;
;3439600604511    ;A MEN 100ML                    ;;PCE;;$US;0,00;148;436 600,00;HOMME            ;;
;7340032806229    ;ACCORD OUD EDP 100ML           ;;PCE;;$US;0,00;300;885 000,00;MIXTE            ;;
;3614271992932    ;ACQUA DI GIO ABSOLU 125ML      ;;PCE;;$US;0,00;205;604 750,00;HOMME            ;;
;3614271992901    ;ACQUA DI GIO ABSOLU 75ML       ;;PCE;;$US;139,00;155;457 250,00;HOMME            ;;
;3614272765368    ;ACQUA DI GIO ABSOLU EDP COF 75 ;;PCE;;$US;0,00;165;486 750,00;HOMME            ;;
;3614273662420    ;ACQUA DI GIO EDP 125 ML        ;;PCE;;$US;0,00;205;604 750,00;HOMME            ;;
;3614273375856    ;ACQUA DI GIO EDP 75            ;;PCE;;$US;0,00;175;516 250,00;HOMME            ;;
;3614273989565    ;ACQUA DI GIO EDT COFF 100 ML   ;;PCE;;$US;0,00;180;531 000,00;HOMME            ;;
;3360372054559    ;ACQUA DI GIO FEMME 100ML       ;;PCE;;$US;0,00;177;522 150,00;FEMME            ;;
;3360372058878    ;ACQUA DI GIO HOMME 100ML       ;;PCE;;$US;0,00;165;486 750,00;HOMME            ;;
;3360372078500    ;ACQUA DI GIO HOMME 200ML       ;;PCE;;$US;0,00;200;590 000,00;HOMME            ;;
;3360372058861    ;ACQUA DI GIO HOMME 50ML        ;;PCE;;$US;0,00;121;356 950,00;HOMME            ;;
;3614272799745    ;ACQUA DI GIO HOMME EDT 100ML   ;;PCE;;$US;0,00;160;472 000,00;HOMME            ;;
;3614273907521    ;ACQUA DI GIO PARF 125          ;;PCE;;$US;0,00;220;649 000,00;HOMME            ;;
;3614270157622    ;ACQUA DI GIO PROFUMO 40ML      ;;PCE;;$US;0,00;129;380 550,00;HOMME            ;;
;3614270157639    ;ACQUA DI GIO PROFUMO 75ML      ;;PCE;;$US;141,00;155;457 250,00;HOMME            ;;
;3614272865242    ;ACQUA DI GIO PROFUNDO EDP      ;;PCE;;$US;0,00;212;625 400,00;HOMME            ;;
;3614272880320    ;ACQUA DI GIO PROFUNDO EDP 15ML ;;PCE;;$US;0,00;10;29 500,00;HOMME            ;;
;3614273613446    ;ACQUA DI GIOCOF EDT 100ML      ;;PCE;;$US;160,00;160;472 000,00;HOMME            ;;
;3605521172525    ;ACQUA DI GIOIA 100ML           ;;PCE;;$US;0,00;166;489 700,00;FEMME            ;;
;3605521172587    ;ACQUA DI GIOIA 50ML            ;;PCE;;$US;0,00;134;395 300,00;FEMME            ;;
;8028713570018;ACQUA DI PARMA ARANCIA DI CAPRI COFFRET 75ML;;PCE;;$US;0,00;165;486 750,00;MIXTE            ;ACQUA DI PARMA;
;8028713520280;ACQUA DI PARMA BARBIERE;;PCE;;$US;0,00;180;531 000,00;MIXTE            ;ACQUA DI PARMA;
;8028713810916;ACQUA DI PARMA SANDOLA 100ML;;PCE;;$US;0,00;300;885 000,00;MIXTE            ;ACQUA DI PARMA;
;3614272865228    ;ACQUE DI GIO PROFONDO EDP      ;;PCE;;$US;0,00;177;522 150,00;HOMME            ;;
;3348901182348    ;ADDICT 50ML                    ;;PCE;;$US;126,00;192;566 400,00;FEMME            ;;
;3423222010324    ;ADROP DISSEY                   ;;PCE;;$US;0,00;197;581 150,00;HOMME            ;;
;3701002701960;AFTERNOON SWIM 100ML           ;;PCE;;$US;400,00;350;1 032 500,00;HOMME            ;;
;3701002702059    ;AFTERNOON SWIM EDP 200ML       ;;PCE;;$US;0,00;510;1 504 500,00;HOMME            ;;
;856529003103;ALEKSANDER EDP 100ML;;PCE;;$US;0,00;270;796 500,00;MIXTE            ;ARQUISTE;
;3439601204611    ;ALIEN 60EDP                    ;;PCE;;$US;0,00;200;590 000,00;FEMME            ;;
;3439600056952    ;ALIEN 60ML                     ;;PCE;;$US;0,00;200;590 000,00;FEMME            ;;
;3439602802113    ;ALIEN 90ML                     ;;PCE;;$US;182,00;230;678 500,00;FEMME            ;;
;3439600055610    ;ALIEN EDP 30ML                 ;;PCE;;$US;0,00;145;427 750,00;FEMME            ;;
;3439600056921    ;ALIEN EDP 60 ML                ;;PCE;;$US;0,00;200;590 000,00;FEMME            ;;
;3439600056969    ;ALIEN EDP 90ML                 ;;PCE;;$US;0,00;239;705 050,00;FEMME            ;;
;3614274102109    ;ALIEN EDP COFF 30 ML           ;;PCE;;$US;0,00;160;472 000,00;FEMME            ;;
;3439600037432    ;ALIEN FUSION 30ML              ;;PCE;;$US;0,00;126;371 700,00;FEMME            ;;
;3439600037449    ;ALIEN FUSION 60ML              ;;PCE;;$US;0,00;165;486 750,00;FEMME            ;;
;3614273560405    ;ALIEN GODDESS 90ML             ;;PCE;;$US;0,00;230;678 500,00;FEMME            ;;
;3439600036268    ;ALIEN MAN 50ML                 ;;PCE;;$US;0,00;150;442 500,00;HOMME            ;;
;3439600033069    ;ALIEN MAN 50ML                 ;;PCE;;$US;0,00;150;442 500,00;HOMME            ;;
;3439600029758    ;ALIEN MAN EDT 100ML            ;;PCE;;$US;0,00;149;439 550,00;HOMME            ;;
;3439600037579    ;ALIEN MAN FUSION 100ML         ;;PCE;;$US;0,00;142;418 900,00;HOMME            ;;
;3616302764334    ;ALIVE COFFRET EDP 50ML         ;;PCE;;$US;150,00;160;472 000,00;FEMME            ;;
;3614228830393    ;ALIVE EDP 80 ML                ;;PCE;;$US;0,00;212;625 400,00;FEMME            ;;
;3616302968237    ;ALIVE INTENSE EDP 50 ML        ;;PCE;;$US;0,00;187;551 650,00;FEMME            ;;
;3616302968244    ;ALIVE INTENSE EDP 80 ML        ;;PCE;;$US;0,00;228;672 600,00;FEMME            ;;
;3616304252921    ;ALIVE PARF 80 ML               ;;PCE;;$US;0,00;235;693 250,00;FEMME            ;;
;3423222092528    ;ALL OF ME EDP COFF 50 ML       ;;PCE;;$US;0,00;180;531 000,00;FEMME            ;;
;3145891125306    ;ALLURE CHANEL 100ML            ;;PCE;;$US;0,00;248;731 600,00;FEMME            ;;
;3145891124309    ;ALLURE FEMME 50ML              ;;PCE;;$US;0,00;158;466 100,00;FEMME            ;;
;3145891124606    ;ALLURE FEMME EDT 100ML         ;;PCE;;$US;0,00;178;525 100,00;FEMME            ;;
;3145891124507    ;ALLURE FEMME EDT 50ML          ;;PCE;;$US;0,00;142;418 900,00;FEMME            ;;
;3145891274707    ;ALLURE H ED B EDP 150 ML       ;;PCE;;$US;0,00;210;619 500,00;HOMME            ;;
;3145891274509    ;ALLURE H ED BLANCHE EDP 50ML   ;;PCE;;$US;141,00;141;415 950,00;HOMME            ;;
;3145891210606    ;ALLURE HOMME AFTER S. 100ML    ;;PCE;;$US;0,00;113;333 350,00;HOMME            ;;
;3145891274608    ;ALLURE HOMME ED BLANCHE        ;;PCE;;$US;0,00;218;643 100,00;HOMME            ;;
;3145891214604    ;ALLURE HOMME EDT 100ML         ;;PCE;;$US;166,00;198;584 100,00;HOMME            ;;
;3145891214802    ;ALLURE HOMME EDT 150ML         ;;PCE;;$US;0,00;225;663 750,00;HOMME            ;;
;3145891214505    ;ALLURE HOMME EDT 50ML          ;;PCE;;$US;0,00;129;380 550,00;HOMME            ;;
;3145891239300    ;ALLURE HOMME SPORT             ;;PCE;;$US;0,00;80;236 000,00;HOMME            ;;
;3145891236309    ;ALLURE HOMME SPORT 100ML       ;;PCE;;$US;0,00;198;584 100,00;HOMME            ;;
;3145891230604    ;ALLURE HOMME SPORT 100ML       ;;PCE;;$US;0,00;114;336 300,00;HOMME            ;;
;3145891235609    ;ALLURE HOMME SPORT 100ML       ;;PCE;;$US;175,00;218;643 100,00;HOMME            ;;
;3145891236408    ;ALLURE HOMME SPORT 150ML       ;;PCE;;$US;175,00;178;525 100,00;HOMME            ;;
;3145891236200    ;ALLURE HOMME SPORT 50ML        ;;PCE;;$US;133,00;129;380 550,00;HOMME            ;;
;3145891235500    ;ALLURE HOMME SPORT 50ML        ;;PCE;;$US;136,00;142;418 900,00;HOMME            ;;
;3145891237009    ;ALLURE HOMME SPORT 75ML        ;;PCE;;$US;0,00;80;236 000,00;HOMME            ;;
;3145891235807    ;ALLURE HOMME SPORT EXP         ;;PCE;;$US;0,00;249;734 550,00;HOMME            ;;
;3145891297300    ;ALLURE SENSUELLE EDP 100ML     ;;PCE;;$US;192,00;248;731 600,00;FEMME            ;;
;3145891297201    ;ALLURE SENSUELLE EDP 50ML      ;;PCE;;$US;0,00;195;575 250,00;FEMME            ;;
;3145891239607    ;ALLURE SPORT HOMME 200ML       ;;PCE;;$US;0,00;91;268 450,00;HOMME            ;;
;3274878122561    ;AMARIGE 100ML                  ;;PCE;;$US;0,00;167;492 650,00;FEMME            ;;
;3274878122554    ;AMARIGE 50ML                   ;;PCE;;$US;0,00;142;418 900,00;FEMME            ;;
;3760260450454    ;AMBER ET SPICES 100ML          ;;PCE;;$US;0,00;183;539 850,00;MIXTE            ;;
;3760260456661    ;AMBER MUSK EDP 100ML           ;;PCE;;$US;0,00;217;640 150,00;MIXTE            ;;
;8435137796069    ;AMBER PRADA 50ML               ;;PCE;;$US;0,00;143;421 850,00;FEMME            ;;
;8435137786084    ;AMBER PRADA 80ML               ;;PCE;;$US;0,00;172;507 400,00;FEMME            ;;
;3760260450461    ;AMBER SPICES EDP 50ML          ;;PCE;;$US;0,00;133;392 350,00;MIXTE            ;;
;3760048797993    ;AMBRE DESIR EDP 100ML          ;;PCE;;$US;0,00;174;513 300,00;MIXTE            ;;
;3348901191999;AMBRE ELIXIRE PRECIEUX 3ML     ;;PCE;;$US;0,00;500;1 475 000,00;FEMME            ;;
;3386460071987    ;AMBRE IMPERIAL EDP             ;;PCE;;$US;0,00;180;531 000,00;MIXTE            ;;
;7640184457042;AMBRE MAGIQUE EDP 100ML;;PCE;;$US;0,00;314;926 300,00;FEMME            ;MIZENSIR;
;3348900006201;AMBRE NUIT 125ML               ;;PCE;;$US;400,00;375;1 106 250,00;MIXTE            ;;
;3439600055764    ;AMEN NEW EDT 100 ML            ;;PCE;;$US;0,00;135;398 250,00;HOMME            ;;
;8052086378834    ;AMO FERRAGAMO 50ML             ;;PCE;;$US;0,00;144;424 800,00;FEMME            ;;
;291118022929     ;AMO FERRAGAMO FLOWERFUL 50ML   ;;PCE;;$US;0,00;135;398 250,00;FEMME            ;;
;8052086376489    ;AMO FLOWERFUL EDT 50ML         ;;PCE;;$US;0,00;135;398 250,00;FEMME            ;;
;3614272804401    ;AMOR AMOR 50ML                 ;;PCE;;$US;0,00;129;380 550,00;FEMME            ;;
;3360373063680    ;AMOR AMOR EDT 100              ;;PCE;;$US;0,00;166;489 700,00;FEMME            ;;
;3360373063703    ;AMOR AMOR EDT 50ML             ;;PCE;;$US;0,00;132;389 400,00;FEMME            ;;
;3614274085532    ;AMOR AMOR EDT COFF 50 ML       ;;PCE;;$US;0,00;128;377 600,00;FEMME            ;;
;701666126546;AMOUAGE EPIC SET EDP 100ML;;PCE;;$US;0,00;550;1 622 500,00;FEMME            ;AMOUAGE;
;3700559609231;AMYRIS FEMME EXT 70ML          ;;PCE;;$US;0,00;370;1 091 500,00;FEMME            ;;
;3700559601181    ;AMYRIS HOMME EDT 70ML          ;;PCE;;$US;0,00;235;693 250,00;HOMME            ;;
;3700559609224;AMYRIS HOMME EXT 70ML          ;;PCE;;$US;0,00;330;973 500,00;HOMME            ;;
;3700559601174    ;AMYRYS FEMME EDT 70ML          ;;PCE;;$US;0,00;250;737 500,00;FEMME            ;;
;3360374533205    ;ANAIS ANAIS EDT 10ML           ;;PCE;;$US;0,00;145;427 750,00;FEMME            ;;
;3760119605936    ;ANGE LAPIN 50ML                ;;PCE;;$US;0,00;65;191 750,00;ENFANT           ;;
;3274872396197    ;ANGE OU  DEMON 2 EDP           ;;PCE;;$US;0,00;187;551 650,00;FEMME            ;;
;3274870373268    ;ANGE OU DEMON EDP 100ML        ;;PCE;;$US;0,00;187;551 650,00;FEMME            ;;
;3274870373305    ;ANGE OU DEMON EDP 30ML         ;;PCE;;$US;0,00;119;351 050,00;FEMME            ;;
;3274870373251    ;ANGE OU DEMON EDP 50ML         ;;PCE;;$US;0,00;149;439 550,00;FEMME            ;;
;3439600200126    ;ANGEL 100ML                    ;;PCE;;$US;0,00;246;725 700,00;FEMME            ;;
;3439600203097    ;ANGEL 25ML                     ;;PCE;;$US;0,00;162;477 900,00;FEMME            ;;
;3439600032949    ;ANGEL 25ML                     ;;PCE;;$US;0,00;150;442 500,00;FEMME            ;;
;3439600204094    ;ANGEL 50ML                     ;;PCE;;$US;0,00;195;575 250,00;FEMME            ;;
;3439600244090    ;ANGEL 50ML REFILL              ;;PCE;;$US;0,00;149;439 550,00;FEMME            ;;
;3439600056655    ;ANGEL EDP 2                    ;;PCE;;$US;0,00;246;725 700,00;FEMME            ;;
;3614273764926    ;ANGEL ELIXIR EDP 100 ML        ;;PCE;;$US;0,00;246;725 700,00;FEMME            ;;
;3614273764933    ;ANGEL ELIXIR EDP 50 ML         ;;PCE;;$US;0,00;195;575 250,00;FEMME            ;;
;3439600056822    ;ANGEL GEL 200ML                ;;PCE;;$US;0,00;95;280 250,00;FEMME            ;;
;3439600404012    ;ANGEL GEL DOUCHE 200ML         ;;PCE;;$US;0,00;95;280 250,00;FEMME            ;;
;3439600039948    ;ANGEL GEL DOUCHE 200ML         ;;PCE;;$US;0,00;95;280 250,00;FEMME            ;;
;3439600414011    ;ANGEL LOTION 200ML             ;;PCE;;$US;0,00;103;303 850,00;FEMME            ;;
;3439600008838    ;ANGEL MUSE 50ML                ;;PCE;;$US;0,00;146;430 700,00;FEMME            ;;
;3439600056532    ;ANGEL NEW 50ML                 ;;PCE;;$US;0,00;167;492 650,00;FEMME            ;;
;3439600039030    ;ANGEL NEW EDP 25ML             ;;PCE;;$US;0,00;140;413 000,00;FEMME            ;;
;3439600049909    ;ANGEL NOVA MINI EDP 5ML        ;;PCE;;$US;0,00;5;14 750,00;FEMME            ;;
;3346470178984;ANGELIQUE NOIRE EDP 100ML;;PCE;;$US;0,00;430;1 268 500,00;FEMME            ;GUERLAIN;
;3700550232971;ANGELS SHARE EDP 100ML;;PCE;;$US;0,00;350;1 032 500,00;MIXTE            ;KILIAN;
;811901028914;Another 13;;PCE;;$US;0,00;0,268293;791,46;MIXTE            ;#N/A;
;3274870002717    ;AOD LE SECRET EDP 100ML        ;;PCE;;$US;0,00;215;634 250,00;FEMME            ;;
;3274870002687    ;AOD LE SECRET EDP 30ML         ;;PCE;;$US;0,00;119;351 050,00;FEMME            ;;
;3274870002694    ;AOD LE SECRET EDP 50ML         ;;PCE;;$US;0,00;172;507 400,00;FEMME            ;;
;3760260454445;AOUD JASMIN EDP 100ML;;PCE;;$US;0,00;217;640 150,00;MIXTE            ;MONTALE;
;3760260454261    ;AOUD LEGEND EDP 100ML          ;;PCE;;$US;0,00;217;640 150,00;MIXTE            ;;
;3760260454278    ;AOUD LEGEND EDP 50ML           ;;PCE;;$US;133,00;135;398 250,00;MIXTE            ;;
;3701002700000    ;APOGEE 100ML                   ;;PCE;;$US;0,00;350;1 032 500,00;FEMME            ;;
;3701002700079    ;APOGEE 200ML                   ;;PCE;;$US;600,00;510;1 504 500,00;FEMME            ;;
;20120806999996   ;APPLEJUICE EDP 180ML           ;;PCE;;$US;0,00;40;118 000,00;FEMME            ;;
;783320911668     ;AQUA ATLANTIQUE 100ML          ;;PCE;;$US;140,00;145;427 750,00;HOMME            ;;
;3700559604885    ;AQUA CELESTIA EDT 200ML        ;;PCE;;$US;0,00;400;1 180 000,00;MIXTE            ;;
;3700559604892    ;AQUA CELESTIA EDT 70ML         ;;PCE;;$US;0,00;235;693 250,00;MIXTE            ;;
;3700559604977    ;AQUA CELESTIA GELDO 250ML      ;;PCE;;$US;0,00;105;309 750,00;MIXTE            ;;
;783320913525     ;AQUA MARINE 100ML              ;;PCE;;$US;0,00;145;427 750,00;HOMME            ;;
;783320913563     ;AQUA MARINE 150ML              ;;PCE;;$US;0,00;162;477 900,00;HOMME            ;;
;783320403200     ;AQUA MARINE BIS EDT 100ML      ;;PCE;;$US;140,00;143;421 850,00;HOMME            ;;
;3700559600184    ;AQUA UNI ASSOUP 1L             ;;PCE;;$US;0,00;100;295 000,00;MIXTE            ;;
;3700559600160    ;AQUA UNIVERSALIS ADCT 1L       ;;PCE;;$US;0,00;100;295 000,00;MIXTE            ;;
;3700559601938    ;AQUA UNIVERSALIS EDT 11ML      ;;PCE;;$US;0,00;156;460 200,00;MIXTE            ;;
;3700559600023    ;AQUA UNIVERSALIS EDT 200ML     ;;PCE;;$US;0,00;400;1 180 000,00;MIXTE            ;;
;3700559600030    ;AQUA UNIVERSALIS EDT 70ML      ;;PCE;;$US;0,00;235;693 250,00;MIXTE            ;;
;3700559600948    ;AQUA UNIVERSALIS FORTE EDP 70M ;;PCE;;$US;0,00;300;885 000,00;MIXTE            ;;
;3700559604526    ;AQUA VITAE CREME PARF 250ML    ;;PCE;;$US;0,00;120;354 000,00;MIXTE            ;;
;3700559602898    ;AQUA VITAE FORTE EDP 70ML      ;;PCE;;$US;0,00;260;767 000,00;MIXTE            ;;
;3614273963992    ;AQUAPOWER GEL COFF 75 ML       ;;PCE;;$US;0,00;75;221 250,00;HOMME            ;;
;3614271956729    ;AQUATIC DEEP SEA EDT 100ML     ;;PCE;;$US;0,00;229;675 550,00;MIXTE            ;;
;8719134030730    ;ARABIAN AMBER 3G               ;;PCE;;$US;30,00;30;88 500,00;MIXTE            ;;
;8719134030747    ;ARABIANAMBER CAR PERFUME 3G    ;;PCE;;$US;0,00;25;73 750,00;MIXTE            ;;
;3760260457354    ;ARABIANS                       ;;PCE;;$US;0,00;223;657 850,00;MIXTE            ;;
;3760260455770    ;ARABIANS EDP 100ML             ;;PCE;;$US;0,00;223;657 850,00;MIXTE            ;;
;3760260455787    ;ARABIANS MONTALE  EDP 50ML     ;;PCE;;$US;0,00;141;415 950,00;MIXTE            ;;
;8028713573460;ARANCIA DI CAPRIS COF EDP 75   ;;PCE;;$US;0,00;160;472 000,00;HOMME            ;;
;3360372102359    ;ARMANI CODE  30ML              ;;PCE;;$US;107,00;109;321 550,00;HOMME            ;;
;3360375006432    ;ARMANI CODE 125ML              ;;PCE;;$US;0,00;163;480 850,00;HOMME            ;;
;3605521992703    ;ARMANI CODE 200ML              ;;PCE;;$US;0,00;189;557 550,00;HOMME            ;;
;3360372100515    ;ARMANI CODE 50ML               ;;PCE;;$US;0,00;126;371 700,00;HOMME            ;;
;3360372100522    ;ARMANI CODE 75ML               ;;PCE;;$US;135,00;183;539 850,00;HOMME            ;;
;3614272407442    ;ARMANI CODE ABSOLU PARFUM 110M ;;PCE;;$US;0,00;170;501 500,00;HOMME            ;;
;3614272407428    ;ARMANI CODE ABSOLU PARFUM 30ML ;;PCE;;$US;0,00;116;342 200,00;HOMME            ;;
;3614272407435    ;ARMANI CODE ABSOLU PARFUM 60ML ;;PCE;;$US;0,00;139;410 050,00;HOMME            ;;
;3614273375870    ;ARMANI CODE COF 75             ;;PCE;;$US;0,00;165;486 750,00;HOMME            ;;
;3614272765450    ;ARMANI CODE COF 75ML           ;;PCE;;$US;0,00;165;486 750,00;HOMME            ;;
;3614273604932    ;ARMANI CODE PARF 125 ML        ;;PCE;;$US;0,00;245;722 750,00;HOMME            ;;
;3614273604895    ;ARMANI CODE PARF 150 ML        ;;PCE;;$US;0,00;219;646 050,00;HOMME            ;;
;3614270581670    ;ARMANI CODE PROFUMO PARF       ;;PCE;;$US;0,00;170;501 500,00;HOMME            ;;
;3614271432971;ARMANI PRIVE BLEU LAZULI 100ML;;PCE;;$US;0,00;430;1 268 500,00;#N/A;#N/A;
;3614273187770;ARMANI PRIVÉ SABLE NUIT EDPI 100ML;;PCE;;$US;0,00;430;1 268 500,00;MIXTE            ;ARMANI PRIVE;
;667556131925     ;AT THE BEACH MIST 236ML        ;;PCE;;$US;0,00;30;88 500,00;FEMME            ;;
;8719134135351;ATTAR AL HAS EXT 100 ML;;PCE;;$US;0,00;410;1 209 500,00;MIXTE            ;;CLIENT AMAX
;3701002701601;ATTRAPE REVES 100ML            ;;PCE;;$US;0,00;370;1 091 500,00;FEMME            ;;
;3701002701151    ;ATTRAPE REVES EDP 200 ML       ;;PCE;;$US;0,00;510;1 504 500,00;MIXTE            ;;
;3701002700888    ;AU HASARD 100ML                ;;PCE;;$US;0,00;370;1 091 500,00;MIXTE            ;;
;3439600055207    ;AURA 2 EDP                     ;;PCE;;$US;0,00;196;578 200,00;FEMME            ;;
;3439600018400    ;AURA 90ML                      ;;PCE;;$US;0,00;196;578 200,00;FEMME            ;;
;3439600040791    ;AURA EDPS 50                   ;;PCE;;$US;0,00;148;436 600,00;FEMME            ;;
;3508441001114;AVENTUS  100ML                 ;;PCE;;$US;580,00;410;1 209 500,00;HOMME            ;;
;3508440561176    ;AVENTUS 2 EDP 100ML            ;;PCE;;$US;0,00;410;1 209 500,00;HOMME            ;;
4;3508440502360;AVENTUS FOR HER GEL DOUCHE 200ML;;PCE;;$US;0,00;155;457 250,00;#N/A;#N/A;
;8719134071580    ;AYURVEDA REFILL 250ML          ;;PCE;;$US;0,00;55;162 250,00;MIXTE            ;;
;8719134112719    ;AYURVERDA BODY MIST 50ML       ;;PCE;;$US;0,00;40;118 000,00;FEMME            ;;
;8719134071566    ;AYUVERDA BATT 250 ML           ;;PCE;;$US;0,00;60;177 000,00;MIXTE            ;;
;8719134071573    ;AYUVERDA BATT 70 ML            ;;PCE;;$US;0,00;30;88 500,00;MIXTE            ;;
;8719134134353    ;AYUVERDA REFIL 250 ML          ;;PCE;;$US;0,00;55;162 250,00;MIXTE            ;;
;3351500007455    ;AZ WANTED COF BIS EDT 100ML    ;;PCE;;$US;150,00;170;501 500,00;HOMME            ;;
;3351500920037    ;AZZARO CHROME 100ML            ;;PCE;;$US;0,00;145;427 750,00;HOMME            ;;
;3351500003129    ;AZZARO CHROME 150ML            ;;PCE;;$US;0,00;84;247 800,00;HOMME            ;;
;3351500008872    ;AZZARO CHROME 300ML            ;;PCE;;$US;0,00;82;241 900,00;HOMME            ;;
;3351500920013    ;AZZARO CHROME 50ML             ;;PCE;;$US;0,00;100;295 000,00;HOMME            ;;
;3351500001910    ;AZZARO CHROME 75ML             ;;PCE;;$US;0,00;81;238 950,00;HOMME            ;;
;3351500014651    ;AZZARO CHROME EDT 100ML        ;;PCE;;$US;150,00;150;442 500,00;HOMME            ;;
;3351500966011    ;AZZARO CHROME INTENSE 100ML    ;;PCE;;$US;0,00;152;448 400,00;HOMME            ;;
;3351500019502    ;AZZARO HOMME COF EDT100ML      ;;PCE;;$US;0,00;150;442 500,00;HOMME            ;;
;3351500980406    ;AZZARO POUR HOMME 100ML        ;;PCE;;$US;0,00;165;486 750,00;HOMME            ;;
;3351500980802    ;AZZARO POUR HOMME 50ML         ;;PCE;;$US;0,00;123;362 850,00;HOMME            ;;
;3351500980543    ;AZZARO POUR HOMME EDPI 100ML   ;;PCE;;$US;0,00;149;439 550,00;HOMME            ;;
;3351500011476    ;AZZARO POUR HOMME EDT 100ML    ;;PCE;;$US;0,00;165;486 750,00;HOMME            ;;
;3351500007783    ;AZZARO WANTED EDT 150ML        ;;PCE;;$US;0,00;172;507 400,00;HOMME            ;;
;3351501116125    ;AZZARO WANTED GIRL BY NIGHT    ;;PCE;;$US;0,00;145;427 750,00;FEMME            ;;
;3770006409004;B683 Marc antoine barrois Edp 100ml;;PCE;;$US;0,00;300;885 000,00;MIXTE            ;;
;3770006409059;B683 Marc antoine barrois ext 50ml;;PCE;;$US;0,00;400;1 180 000,00;MIXTE            ;;
;3700559605790;BACCARAT R 540 CREME PARF 250M ;;PCE;;$US;0,00;130;383 500,00;MIXTE            ;;
;3700559608067    ;BACCARAT ROUGE 540 BGP 280G    ;;PCE;;$US;0,00;150;442 500,00;MIXTE            ;;
;3700559605417;BACCARAT ROUGE 540 EDP 200ML   ;;PCE;;$US;0,00;550;1 622 500,00;MIXTE            ;;
;3700559603116;BACCARAT ROUGE 540 EDP 70ML    ;;PCE;;$US;0,00;370;1 091 500,00;MIXTE            ;;
;3700559609170;BACCARAT ROUGE 540 EXT 200ML   ;;PCE;;$US;0,00;877;2 587 150,00;MIXTE            ;;
;3700559605905;BACCARAT ROUGE 540 EXT 70ML    ;;PCE;;$US;450,00;470;1 386 500,00;MIXTE            ;;
;3700550218326;BACK TO BACK EDP 50ML ;;PCE;;$US;0,00;320;944 000,00;MIXTE            ;KILIAN;
;8411061046227    ;BAD BOY EDT COFF 100 ML        ;;PCE;;$US;0,00;191;563 450,00;HOMME            ;;
;8411061075074    ;BAD BOY EDT COFF 100 ML        ;;PCE;;$US;0,00;182;536 900,00;HOMME            ;;
;8411061991886    ;BAD BOY LE PARF EDP 100 ML     ;;PCE;;$US;0,00;196;578 200,00;HOMME            ;;
;8411061991909    ;BAD BOY LE PARF EDP 50 ML      ;;PCE;;$US;0,00;159;469 050,00;HOMME            ;;
